"Name";"X";"Y"
"631791.030049998 229905.442";631791.030049998;229905.442
"631794.079050001 229911.928";631794.079050001;229911.928
"631794.806049999 229919.109";631794.806049999;229919.109
"631807.660050001 227680.986";631807.660050001;227680.986
"631814.102049999 229917.83";631814.102049999;229917.83
"631815.296050001 229463.279";631815.296050001;229463.279
"631819.66505 229457.518";631819.66505;229457.518
"631822.54005 227678.468";631822.54005;227678.468
"631825.70005 192276.9";631825.70005;192276.9
"631826.223049998 229456.025";631826.223049998;229456.025
"631832.635049999 229458.873";631832.635049999;229458.873
"631833.13005 229918.149";631833.13005;229918.149
"631838.73305 227669.991";631838.73305;227669.991
"631844.170049999 192437.26";631844.170049999;192437.26
"631845.057050001 227661.61";631845.057050001;227661.61
"631852.16505 229926.626";631852.16505;229926.626
"631852.275049999 229919.5";631852.275049999;229919.5
"631855.866050001 227656.709";631855.866050001;227656.709
"631858.932050001 229931.7";631858.932050001;229931.7
"631858.940049998 192570.0";631858.940049998;192570.0
"631863.998050001 229479.589";631863.998050001;229479.589
"631870.79905 229485.37";631870.79905;229485.37
"631873.59505 227660.346";631873.59505;227660.346
"631879.400049999 192209.63";631879.400049999;192209.63
"631879.54005 192131.91";631879.54005;192131.91
"631879.886050001 229500.514";631879.886050001;229500.514
"631880.690049998 192025.47";631880.690049998;192025.47
"631881.61005 229506.815";631881.61005;229506.815
"631883.49405 229513.768";631883.49405;229513.768
"631884.047049999 227531.289";631884.047049999;227531.289
"631884.14505 227522.415";631884.14505;227522.415
"631887.34505 229519.988";631887.34505;229519.988
"631887.572050001 227534.19";631887.572050001;227534.19
"631889.741050001 227655.433";631889.741050001;227655.433
"631891.59505 226991.172";631891.59505;226991.172
"631892.412050001 226981.583";631892.412050001;226981.583
"631894.272050001 227016.273";631894.272050001;227016.273
"631894.34905 227001.291";631894.34905;227001.291
"631896.78105 229525.528";631896.78105;229525.528
"631896.819049999 227019.348";631896.819049999;227019.348
"631898.285050001 227642.985";631898.285050001;227642.985
"631898.775049999 230052.306";631898.775049999;230052.306
"631898.901050001 227480.021";631898.901050001;227480.021
"631898.997049998 229943.425";631898.997049998;229943.425
"631899.155049998 226970.492";631899.155049998;226970.492
"631899.870049998 227496.293";631899.870049998;227496.293
"631900.35805 226960.793";631900.35805;226960.793
"631901.386050001 227535.887";631901.386050001;227535.887
"631902.175050002 226956.901";631902.175050002;226956.901
"631911.648049999 230003.335";631911.648049999;230003.335
"631912.328049999 227028.894";631912.328049999;227028.894
"631913.83605 226950.791";631913.83605;226950.791
"631914.002050001 227627.935";631914.002050001;227627.935
"631914.464049999 227456.972";631914.464049999;227456.972
"631915.63005 191232.96";631915.63005;191232.96
"631917.190049998 227446.164";631917.190049998;227446.164
"631918.873050001 227037.689";631918.873050001;227037.689
"631919.967050001 227545.321";631919.967050001;227545.321
"631922.378049999 230011.571";631922.378049999;230011.571
"631923.390050001 227432.605";631923.390050001;227432.605
"631924.20005 227610.766";631924.20005;227610.766
"631924.587049998 226942.394";631924.587049998;226942.394
"631925.703049999 227426.976";631925.703049999;227426.976
"631925.717050001 227604.748";631925.717050001;227604.748
"631925.74185 227604.7872";631925.74185;227604.7872
"631925.995049998 227379.181";631925.995049998;227379.181
"631926.901050001 227393.897";631926.901050001;227393.897
"631927.756050002 230019.16";631927.756050002;230019.16
"631928.658050001 227383.066";631928.658050001;227383.066
"631929.491050001 226929.899";631929.491050001;226929.899
"631929.50905 226910.469";631929.50905;226910.469
"631929.82305 227588.596";631929.82305;227588.596
"631930.829050001 226914.792";631930.829050001;226914.792
"631930.94105 227554.798";631930.94105;227554.798
"631931.385049999 226921.331";631931.385049999;226921.331
"631931.392050002 226909.72";631931.392050002;226909.72
"631931.47205 227613.825";631931.47205;227613.825
"631931.82705 227402.571";631931.82705;227402.571
"631932.274050001 227041.177";631932.274050001;227041.177
"631932.75505 227412.816";631932.75505;227412.816
"631933.56005 230032.442";631933.56005;230032.442
"631933.90405 227369.536";631933.90405;227369.536
"631934.83405 229948.015";631934.83405;229948.015
"631935.410050001 191196.52";631935.410050001;191196.52
"631935.805050001 229992.052";631935.805050001;229992.052
"631935.815049998 227571.25";631935.815049998;227571.25
"631936.591049999 227368.088";631936.591049999;227368.088
"631937.16705 227184.97";631937.16705;227184.97
"631939.795049999 227180.778";631939.795049999;227180.778
"631942.940049998 227192.129";631942.940049998;227192.129
"631944.245049998 226899.319";631944.245049998;226899.319
"631944.295049999 227370.916";631944.295049999;227370.916
"631946.400049999 227176.839";631946.400049999;227176.839
"631948.028050002 227041.989";631948.028050002;227041.989
"631949.58605 227282.718";631949.58605;227282.718
"631950.335050002 227271.574";631950.335050002;227271.574
"631950.430050001 191165.25";631950.430050001;191165.25
"631951.631050002 227197.236";631951.631050002;227197.236
"631951.646049999 226895.191";631951.646049999;226895.191
"631951.67805 227159.316";631951.67805;227159.316
"631952.06005 227369.117";631952.06005;227369.117
"631954.83805 230146.181";631954.83805;230146.181
"631954.980050001 192701.77";631954.980050001;192701.77
"631955.160050001 191154.91";631955.160050001;191154.91
"631955.280049998 191859.21";631955.280049998;191859.21
"631955.804049999 227297.928";631955.804049999;227297.928
"631956.15405 227259.811";631956.15405;227259.811
"631956.899050001 227048.636";631956.899050001;227048.636
"631957.00905 227240.207";631957.00905;227240.207
"631957.517050002 227244.545";631957.517050002;227244.545
"631957.585050002 227144.462";631957.585050002;227144.462
"631957.99605 227248.639";631957.99605;227248.639
"631958.824050002 226889.442";631958.824050002;226889.442
"631959.309050001 229981.114";631959.309050001;229981.114
"631960.91305 227203.471";631960.91305;227203.471
"631961.273049999 227349.793";631961.273049999;227349.793
"631961.486049999 227311.053";631961.486049999;227311.053
"631962.186050002 227224.203";631962.186050002;227224.203
"631964.063050002 227062.404";631964.063050002;227062.404
"631964.118050002 227217.931";631964.118050002;227217.931
"631967.30105 226873.593";631967.30105;226873.593
"631968.322050001 227139.713";631968.322050001;227139.713
"631968.640050001 191669.34";631968.640050001;191669.34
"631968.846050002 227340.301";631968.846050002;227340.301
"631970.01805 227336.984";631970.01805;227336.984
"631972.802049998 227325.992";631972.802049998;227325.992
"631972.918049999 227337.172";631972.918049999;227337.172
"631973.466049999 227071.663";631973.466049999;227071.663
"631973.745049998 227071.836";631973.745049998;227071.836
"631974.969050001 227128.811";631974.969050001;227128.811
"631976.149050001 227124.446";631976.149050001;227124.446
"631978.411049999 227116.082";631978.411049999;227116.082
"631979.39505 229573.024";631979.39505;229573.024
"631981.02005 229353.917";631981.02005;229353.917
"631981.06005 226866.83";631981.06005;226866.83
"631984.47005 191147.46";631984.47005;191147.46
"631985.19105 229346.919";631985.19105;229346.919
"631985.66305 230214.002";631985.66305;230214.002
"631988.079050001 231671.665";631988.079050001;231671.665
"631990.686050002 227108.974";631990.686050002;227108.974
"631993.090050001 226860.828";631993.090050001;226860.828
"631993.616050001 227084.169";631993.616050001;227084.169
"631995.499049999 229074.723";631995.499049999;229074.723
"631995.868050002 227097.545";631995.868050002;227097.545
"631998.592050001 229362.086";631998.592050001;229362.086
"632006.240049999 226848.149";632006.240049999;226848.149
"632009.140050001 192771.66";632009.140050001;192771.66
"632013.82305 230202.243";632013.82305;230202.243
"632015.286049999 229279.257";632015.286049999;229279.257
"632017.142050002 226835.038";632017.142050002;226835.038
"632021.767050002 229369.431";632021.767050002;229369.431
"632022.85605 227795.178";632022.85605;227795.178
"632023.023049999 227758.228";632023.023049999;227758.228
"632024.77705 226819.419";632024.77705;226819.419
"632027.908050001 229605.429";632027.908050001;229605.429
"632029.844050001 227795.269";632029.844050001;227795.269
"632030.004050002 229602.259";632030.004050002;229602.259
"632030.353050001 228975.698";632030.353050001;228975.698
"632032.283050001 226812.846";632032.283050001;226812.846
"632033.120049998 227790.517";632033.120049998;227790.517
"632037.86005 227789.22";632037.86005;227789.22
"632039.703049999 226813.827";632039.703049999;226813.827
"632042.239050001 230190.498";632042.239050001;230190.498
"632044.328049999 229374.257";632044.328049999;229374.257
"632046.51805 228957.972";632046.51805;228957.972
"632049.761050001 231702.37";632049.761050001;231702.37
"632051.94105 230209.403";632051.94105;230209.403
"632052.006050002 229197.067";632052.006050002;229197.067
"632053.07505 226820.83";632053.07505;226820.83
"632056.715050001 229374.443";632056.715050001;229374.443
"632059.91305 229371.265";632059.91305;229371.265
"632064.375050001 229377.24";632064.375050001;229377.24
"632067.576049998 230227.254";632067.576049998;230227.254
"632068.065049998 228935.751";632068.065049998;228935.751
"632068.072050001 229405.671";632068.072050001;229405.671
"632068.672049999 229376.122";632068.672049999;229376.122
"632069.852049999 226829.616";632069.852049999;226829.616
"632071.181049999 230234.531";632071.181049999;230234.531
"632071.440049998 229379.543";632071.440049998;229379.543
"632076.183049999 230287.562";632076.183049999;230287.562
"632077.206050001 230264.997";632077.206050001;230264.997
"632077.517050002 228914.01";632077.517050002;228914.01
"632077.837049998 230274.918";632077.837049998;230274.918
"632079.161049999 228894.546";632079.161049999;228894.546
"632079.188050002 230334.663";632079.188050002;230334.663
"632079.56205 230306.995";632079.56205;230306.995
"632080.394049998 226829.925";632080.394049998;226829.925
"632082.22005 192827.1";632082.22005;192827.1
"632082.728050001 230349.924";632082.728050001;230349.924
"632086.192049999 226827.02";632086.192049999;226827.02
"632087.821049999 229116.372";632087.821049999;229116.372
"632088.878049999 231721.902";632088.878049999;231721.902
"632088.988049999 229113.581";632088.988049999;229113.581
"632090.216049999 230364.191";632090.216049999;230364.191
"632092.324050002 226827.962";632092.324050002;226827.962
"632093.753049999 230377.374";632093.753049999;230377.374
"632094.18505 228861.07";632094.18505;228861.07
"632094.388050001 230408.175";632094.388050001;230408.175
"632095.001049999 230386.452";632095.001049999;230386.452
"632100.24605 230423.426";632100.24605;230423.426
"632103.239050001 228797.972";632103.239050001;228797.972
"632105.07705 230433.708";632105.07705;230433.708
"632105.267050002 226823.118";632105.267050002;226823.118
"632112.370049998 191114.29";632112.370049998;191114.29
"632113.16505 226807.752";632113.16505;226807.752
"632114.857050002 230444.58";632114.857050002;230444.58
"632115.612050001 226805.64";632115.612050001;226805.64
"632120.164050002 226810.226";632120.164050002;226810.226
"632122.668049999 227792.534";632122.668049999;227792.534
"632127.522050001 226820.85";632127.522050001;226820.85
"632128.65205 230453.48";632128.65205;230453.48
"632130.98305 229426.998";632130.98305;229426.998
"632133.068050001 227792.216";632133.068050001;227792.216
"632133.94805 228780.507";632133.94805;228780.507
"632136.223049998 226817.623";632136.223049998;226817.623
"632140.918049999 230456.373";632140.918049999;230456.373
"632141.063050002 230452.544";632141.063050002;230452.544
"632142.85805 227790.328";632142.85805;227790.328
"632148.350049999 226828.609";632148.350049999;226828.609
"632152.22205 227786.996";632152.22205;227786.996
"632154.468049999 228723.232";632154.468049999;228723.232
"632159.488049999 226842.106";632159.488049999;226842.106
"632162.17405 227782.461";632162.17405;227782.461
"632170.399050001 226846.597";632170.399050001;226846.597
"632170.42405 228678.223";632170.42405;228678.223
"632173.22005 192855.03";632173.22005;192855.03
"632175.717050001 230452.909";632175.717050001;230452.909
"632179.783050001 226841.557";632179.783050001;226841.557
"632182.80305 230449.038";632182.80305;230449.038
"632186.24405 226834.549";632186.24405;226834.549
"632187.624049999 227769.441";632187.624049999;227769.441
"632195.065049998 226779.054";632195.065049998;226779.054
"632195.693050001 226683.395";632195.693050001;226683.395
"632196.396049999 226823.537";632196.396049999;226823.537
"632197.44105 226672.482";632197.44105;226672.482
"632197.704050001 226690.236";632197.704050001;226690.236
"632198.918049999 227764.69";632198.918049999;227764.69
"632199.673050001 226767.348";632199.673050001;226767.348
"632199.966049999 226667.365";632199.966049999;226667.365
"632201.17405 226785.948";632201.17405;226785.948
"632201.615049999 226807.582";632201.615049999;226807.582
"632204.294050001 226709.234";632204.294050001;226709.234
