"Name";"X";"Y"
"635651.960050002 216932.48";635651.960050002;216932.48
"635652.973049998 218130.692";635652.973049998;218130.692
"635653.305050001 218335.417";635653.305050001;218335.417
"635655.870049998 216941.37";635655.870049998;216941.37
"635658.324050002 218377.443";635658.324050002;218377.443
"635659.23105 218125.81";635659.23105;218125.81
"635659.52005 216950.55";635659.52005;216950.55
"635662.04205 218376.655";635662.04205;218376.655
"635662.77705 218387.021";635662.77705;218387.021
"635663.61005 216958.52";635663.61005;216958.52
"635665.05105 218398.769";635665.05105;218398.769
"635666.18905 218122.681";635666.18905;218122.681
"635666.50505 218410.777";635666.50505;218410.777
"635668.06005 226532.19";635668.06005;226532.19
"635671.240049999 216966.07";635671.240049999;216966.07
"635671.381050002 218428.616";635671.381050002;218428.616
"635672.340050001 216971.33";635672.340050001;216971.33
"635674.107050002 218122.314";635674.107050002;218122.314
"635674.999049999 218444.512";635674.999049999;218444.512
"635676.975 225842.906";635676.975;225842.906
"635677.57505 218458.195";635677.57505;218458.195
"635677.660050001 228008.44";635677.660050001;228008.44
"635679.401 224212.54";635679.401;224212.54
"635679.966049999 218470.405";635679.966049999;218470.405
"635683.387049999 218482.756";635683.387049999;218482.756
"635685.48305 232664.662";635685.48305;232664.662
"635686.57305 218496.472";635686.57305;218496.472
"635688.120049998 216986.35";635688.120049998;216986.35
"635689.445050001 218509.356";635689.445050001;218509.356
"635690.510049999 221167.471";635690.510049999;221167.471
"635691.61005 218590.3";635691.61005;218590.3
"635691.83605 198068.346";635691.83605;198068.346
"635691.95005 216994.57";635691.95005;216994.57
"635692.887 225845.24";635692.887;225845.24
"635695.368050002 232665.738";635695.368050002;232665.738
"635695.72005 217049.33";635695.72005;217049.33
"635696.750050001 217052.9";635696.750050001;217052.9
"635698.793049999 218549.456";635698.793049999;218549.456
"635701.230050001 217007.53";635701.230050001;217007.53
"635701.38005 217042.42";635701.38005;217042.42
"635701.77005 217061.59";635701.77005;217061.59
"635702.123050001 218561.42";635702.123050001;218561.42
"635703.97005 217038.27";635703.97005;217038.27
"635704.930050001 217073.8";635704.930050001;217073.8
"635705.86005 217079.27";635705.86005;217079.27
"635706.30105 218572.4";635706.30105;218572.4
"635706.637049999 218585.358";635706.637049999;218585.358
"635707.45005 217017.18";635707.45005;217017.18
"635707.620049998 217090.53";635707.620049998;217090.53
"635709.13 225844.33";635709.13;225844.33
"635709.135049999 218581.128";635709.135049999;218581.128
"635709.660050001 217032.87";635709.660050001;217032.87
"635709.710050002 217104.36";635709.710050002;217104.36
"635710.045049999 218584.237";635710.045049999;218584.237
"635710.820050001 217108.0";635710.820050001;217108.0
"635711.570050001 217027.81";635711.570050001;217027.81
"635711.580049999 217023.3";635711.580049999;217023.3
"635711.930050001 217122.3";635711.930050001;217122.3
"635712.370049998 217129.22";635712.370049998;217129.22
"635712.930050001 217133.65";635712.930050001;217133.65
"635713.38005 217138.28";635713.38005;217138.28
"635714.180050001 228179.46";635714.180050001;228179.46
"635714.280049998 217148.97";635714.280049998;217148.97
"635715.027 224218.649";635715.027;224218.649
"635715.77005 217156.83";635715.77005;217156.83
"635715.980050001 217160.64";635715.980050001;217160.64
"635716.760049999 217164.71";635716.760049999;217164.71
"635717.670049999 228143.94";635717.670049999;228143.94
"635718.11005 217171.73";635718.11005;217171.73
"635718.61005 217182.69";635718.61005;217182.69
"635719.180050001 217191.72";635719.180050001;217191.72
"635719.471050002 218124.345";635719.471050002;218124.345
"635720.54005 217205.86";635720.54005;217205.86
"635721.980050001 217213.65";635721.980050001;217213.65
"635722.140050001 228098.04";635722.140050001;228098.04
"635725.02005 217222.02";635725.02005;217222.02
"635727.890050001 226527.39";635727.890050001;226527.39
"635728.602049999 232641.139";635728.602049999;232641.139
"635729.030049998 217227.63";635729.030049998;217227.63
"635729.283 224222.243";635729.283;224222.243
"635730.480050001 206341.85";635730.480050001;206341.85
"635731.22005 217230.04";635731.22005;217230.04
"635731.93505 218123.665";635731.93505;218123.665
"635733.030049998 221192.0";635733.030049998;221192.0
"635733.930050001 217234.13";635733.930050001;217234.13
"635735.420049999 217240.43";635735.420049999;217240.43
"635737.40405 198061.527";635737.40405;198061.527
"635741.13005 217242.61";635741.13005;217242.61
"635743.04905 218121.271";635743.04905;218121.271
"635750.640050001 226526.29";635750.640050001;226526.29
"635754.31005 218117.07";635754.31005;218117.07
"635755.960050002 217235.7";635755.960050002;217235.7
"635757.120049998 221223.05";635757.120049998;221223.05
"635758.611049999 206354.595";635758.611049999;206354.595
"635766.820050001 228023.1";635766.820050001;228023.1
"635767.765050001 198063.569";635767.765050001;198063.569
"635776.280049998 221257.73";635776.280049998;221257.73
"635776.350049999 232605.556";635776.350049999;232605.556
"635779.430050001 226525.17";635779.430050001;226525.17
"635782.025049999 206352.421";635782.025049999;206352.421
"635783.272 225828.54";635783.272;225828.54
"635789.010049999 217230.91";635789.010049999;217230.91
"635792.740049999 217230.39";635792.740049999;217230.39
"635797.536049999 198065.97";635797.536049999;198065.97
"635797.97 224239.57";635797.97;224239.57
"635798.966049999 206358.831";635798.966049999;206358.831
"635798.980050001 221276.07";635798.980050001;221276.07
"635800.55 225824.86";635800.55;225824.86
"635804.04005 206361.502";635804.04005;206361.502
"635804.140050001 228308.49";635804.140050001;228308.49
"635804.407049999 228289.678";635804.407049999;228289.678
"635804.478050001 228287.105";635804.478050001;228287.105
"635804.548050001 228284.532";635804.548050001;228284.532
"635805.120049998 228250.16";635805.120049998;228250.16
"635805.61005 228220.92";635805.61005;228220.92
"635807.20905 228327.758";635807.20905;228327.758
"635807.221050002 206389.54";635807.221050002;206389.54
"635810.570050001 227949.83";635810.570050001;227949.83
"635814.590050001 226527.36";635814.590050001;226527.36
"635815.45005 218085.96";635815.45005;218085.96
"635816.090050001 228383.95";635816.090050001;228383.95
"635816.900049999 232575.801";635816.900049999;232575.801
"635818.899050001 228468.861";635818.899050001;228468.861
"635822.280049998 227879.52";635822.280049998;227879.52
"635823.688499998 224244.678300001";635823.688499998;224244.678300001
"635827.80105 228492.492";635827.80105;228492.492
"635834.805050001 198067.825";635834.805050001;198067.825
"635836.870049998 221306.59";635836.870049998;221306.59
"635841.04905 206412.353";635841.04905;206412.353
"635843.341049999 232556.108";635843.341049999;232556.108
"635843.88005 227853.99";635843.88005;227853.99
"635847.696 227848.803";635847.696;227848.803
"635849.910050001 217154.82";635849.910050001;217154.82
"635850.31 224249.966";635850.31;224249.966
"635853.762049999 206415.139";635853.762049999;206415.139
"635858.48 225831.94";635858.48;225831.94
"635863.31005 217190.13";635863.31005;217190.13
"635864.120049998 226522.16";635864.120049998;226522.16
"635868.340050001 228516.67";635868.340050001;228516.67
"635869.100049999 221332.55";635869.100049999;221332.55
"635870.033050001 198073.491";635870.033050001;198073.491
"635871.736049999 232534.763";635871.736049999;232534.763
"635873.13005 218056.61";635873.13005;218056.61
"635879.72005 206416.73";635879.72005;206416.73
"635884.684050001 218049.727";635884.684050001;218049.727
"635885.574050002 206429.308";635885.574050002;206429.308
"635888.490049999 221352.2";635888.490049999;221352.2
"635893.357050002 232518.559";635893.357050002;232518.559
"635894.49605 198074.435";635894.49605;198074.435
"635894.920049999 228525.85";635894.920049999;228525.85
"635895.05105 206433.019";635895.05105;206433.019
"635899.730050001 227777.84";635899.730050001;227777.84
"635901.80305 227776.142";635901.80305;227776.142
"635906.59505 218028.432";635906.59505;218028.432
"635907.02 224261.2";635907.02;224261.2
"635916.188050002 218020.468";635916.188050002;218020.468
"635918.570050001 217151.11";635918.570050001;217151.11
"635919.20005 206423.184";635919.20005;206423.184
"635919.427049998 198074.775";635919.427049998;198074.775
"635919.957049999 227761.276";635919.957049999;227761.276
"635921.45005 226523.59";635921.45005;226523.59
"635922.946049999 206428.86";635922.946049999;206428.86
"635924.100049999 228536.88";635924.100049999;228536.88
"635926.197050001 218013.934";635926.197050001;218013.934
"635926.964049999 232500.257";635926.964049999;232500.257
"635930.88205 227754.33";635930.88205;227754.33
"635934.05 224309.44";635934.05;224309.44
"635934.95905 206426.003";635934.95905;206426.003
"635935.61005 217154.09";635935.61005;217154.09
"635936.370049998 221398.05";635936.370049998;221398.05
"635937.082 224312.979";635937.082;224312.979
"635938.500050001 228566.17";635938.500050001;228566.17
"635949.56005 198079.243";635949.56005;198079.243
"635954.77005 217200.43";635954.77005;217200.43
"635956.62105 206432.075";635956.62105;206432.075
"635960.75 224331.81";635960.75;224331.81
"635965.67 225841.83";635965.67;225841.83
"635967.153050002 217994.068";635967.153050002;217994.068
"635968.500050001 228599.89";635968.500050001;228599.89
"635970.68505 198091.624";635970.68505;198091.624
"635970.81205 206429.525";635970.81205;206429.525
"635971.775049999 232476.822";635971.775049999;232476.822
"635975.660050001 221429.82";635975.660050001;221429.82
"635976.70005 227725.34";635976.70005;227725.34
"635976.900049999 226529.41";635976.900049999;226529.41
"635978.78805 186107.308";635978.78805;186107.308
"635980.821049999 206432.445";635980.821049999;206432.445
"635981.38005 217988.479";635981.38005;217988.479
"635982.33405 225843.784";635982.33405;225843.784
"635993.420049999 227717.86";635993.420049999;227717.86
"635994.61005 221442.02";635994.61005;221442.02
"635994.62 224336.23";635994.62;224336.23
"635996.76605 217984.166";635996.76605;217984.166
"635996.840050001 186096.42";635996.840050001;186096.42
"635999.63005 228628.24";635999.63005;228628.24
"636000.236049999 206439.931";636000.236049999;206439.931
"636000.350049999 225892.375";636000.350049999;225892.375
"636003.703049999 226529.874";636003.703049999;226529.874
"636004.75505 232459.381";636004.75505;232459.381
"636006.602049999 217982.071";636006.602049999;217982.071
"636009.84 224336.73";636009.84;224336.73
"636010.64305 206444.31";636010.64305;206444.31
"636013.030049998 217205.47";636013.030049998;217205.47
"636015.033050001 225931.983";636015.033050001;225931.983
"636015.728050001 227711.798";636015.728050001;227711.798
"636016.430050001 206446.72";636016.430050001;206446.72
"636018.85605 227710.948";636018.85605;227710.948
"636020.76 225848.18";636020.76;225848.18
"636022.600049999 221457.19";636022.600049999;221457.19
"636023.930050001 225955.24";636023.930050001;225955.24
"636035.238 225255.992";636035.238;225255.992
"636036.26605 232435.028";636036.26605;232435.028
"636037.967050001 225985.265";636037.967050001;225985.265
"636046.390050001 226002.1";636046.390050001;226002.1
"636046.45005 229131.03";636046.45005;229131.03
"636047.036049999 229130.604";636047.036049999;229130.604
"636049.57705 229135.286";636049.57705;229135.286
"636049.930050001 198095.49";636049.930050001;198095.49
"636050.11705 226523.27";636050.11705;226523.27
"636051.583050001 226098.806";636051.583050001;226098.806
"636053.83 225229.32";636053.83;225229.32
"636053.84 224344.01";636053.84;224344.01
"636055.675050002 232417.938";636055.675050002;232417.938
"636059.53805 229176.979";636059.53805;229176.979
"636059.907049999 226020.039";636059.907049999;226020.039
"636059.920049999 226115.78";636059.920049999;226115.78
"636063.530049998 221469.37";636063.530049998;221469.37
"636066.11005 226056.73";636066.11005;226056.73
"636067.896049999 227699.565";636067.896049999;227699.565
"636068.21105 226037.93";636068.21105;226037.93
"636070.480050001 217210.38";636070.480050001;217210.38
"636072.993050002 229453.591";636072.993050002;229453.591
"636073.850049999 221498.85";636073.850049999;221498.85
"636074.13005 229406.16";636074.13005;229406.16
"636075.990049999 229327.94";636075.990049999;229327.94
"636077.760049999 229252.53";636077.760049999;229252.53
"636079.650049999 226511.57";636079.650049999;226511.57
"636084.600049999 206500.81";636084.600049999;206500.81
"636084.74 225272.55";636084.74;225272.55
"636085.350049999 217965.25";636085.350049999;217965.25
"636085.671050001 232393.731";636085.671050001;232393.731
"636086.72005 198108.47";636086.72005;198108.47
"636087.41505 229101.762";636087.41505;229101.762
"636089.240049999 229458.272";636089.240049999;229458.272
"636089.660050001 232390.481";636089.660050001;232390.481
"636091.41305 226153.383";636091.41305;226153.383
"636091.48 225220.55";636091.48;225220.55
"636092.989050001 226155.264";636092.989050001;226155.264
"636095.987050001 232385.379";636095.987050001;232385.379
"636099.150049999 217214.57";636099.150049999;217214.57
"636099.302049998 226154.75";636099.302049998;226154.75
"636101.070050001 227702.67";636101.070050001;227702.67
"636101.296050001 226155.918";636101.296050001;226155.918
"636102.180050001 217214.83";636102.180050001;217214.83
"636103.282049999 229092.1";636103.282049999;229092.1
"636103.45 224354.23";636103.45;224354.23
"636103.75 224387.795";636103.75;224387.795
"636105.638050001 186030.997";636105.638050001;186030.997
"636106.495049998 229459.103";636106.495049998;229459.103
"636108.440049998 221527.267";636108.440049998;221527.267
"636110.70205 186027.951";636110.70205;186027.951
"636113.79005 217216.01";636113.79005;217216.01
"636114.207 224397.11";636114.207;224397.11
"636114.594050001 226163.706";636114.594050001;226163.706
"636115.798 225277.971";636115.798;225277.971
"636118.84 225220.18";636118.84;225220.18
"636119.511050001 226160.621";636119.511050001;226160.621
"636120.46 225841.53";636120.46;225841.53
"636120.487050001 229083.732";636120.487050001;229083.732
"636120.681049999 198144.111";636120.681049999;198144.111
"636120.74 225798.34";636120.74;225798.34
"636120.89 225770.1";636120.89;225770.1
"636120.986 225687.338";636120.986;225687.338
"636121.111049999 226485.553";636121.111049999;226485.553
"636121.25 225729.08";636121.25;225729.08
"636121.486 225695.038";636121.486;225695.038
"636123.524 225687.519";636123.524;225687.519
"636127.893 225684.326";636127.893;225684.326
"636134.59705 232348.764";636134.59705;232348.764
"636134.61 224428.26";636134.61;224428.26
"636135.603050001 226148.662";636135.603050001;226148.662
"636137.229 225214.822";636137.229;225214.822
"636137.62 225682.586";636137.62;225682.586
"636140.404 225287.182";636140.404;225287.182
"636143.501 225678.831";636143.501;225678.831
"636146.537 225678.525";636146.537;225678.525
"636151.38405 226135.387";636151.38405;226135.387
"636151.398049999 186003.48";636151.398049999;186003.48
"636153.088 225674.037";636153.088;225674.037
"636154.569049999 198181.897";636154.569049999;198181.897
"636156.72 225209.94";636156.72;225209.94
"636158.97005 226456.54";636158.97005;226456.54
"636158.983 225668.855";636158.983;225668.855
"636159.14305 226126.936";636159.14305;226126.936
"636160.430050001 221553.28";636160.430050001;221553.28
"636162.555 225296.055";636162.555;225296.055
"636166.141 225667.488";636166.141;225667.488
"636167.68905 232317.631";636167.68905;232317.631
"636168.86705 226120.165";636168.86705;226120.165
"636171.248 225666.428";636171.248;225666.428
"636174.58 225664.077";636174.58;225664.077
"636174.640050001 217946.19";636174.640050001;217946.19
"636176.449050002 217745.968";636176.449050002;217745.968
"636177.11005 229454.14";636177.11005;229454.14
"636177.58805 226116.547";636177.58805;226116.547
"636178.189 225202.08";636178.189;225202.08
"636178.22 224471.98";636178.22;224471.98
"636179.250050001 217767.01";636179.250050001;217767.01
"636180.491050001 217737.509";636180.491050001;217737.509
"636181.293 225660.446";636181.293;225660.446
"636185.544050001 217942.602";636185.544050001;217942.602
"636188.507 225657.076";636188.507;225657.076
"636190.155049998 226110.761";636190.155049998;226110.761
"636190.717050001 217730.38";636190.717050001;217730.38
"636191.70905 229483.403";636191.70905;229483.403
"636192.29005 217230.33";636192.29005;217230.33
"636192.835 225655.296";636192.835;225655.296
"636193.237 225311.863";636193.237;225311.863
"636193.53105 229055.52";636193.53105;229055.52
"636194.118050002 232293.252";636194.118050002;232293.252
"636195.29 225198.64";636195.29;225198.64
"636195.789050002 217936.537";636195.789050002;217936.537
"636197.242 225188.355";636197.242;225188.355
"636198.627050001 229497.138";636198.627050001;229497.138
"636198.85 225651.578";636198.85;225651.578
"636201.908050001 221562.932";636201.908050001;221562.932
"636203.526050001 226107.445";636203.526050001;226107.445
"636203.95 225649.515";636203.95;225649.515
"636206.57 225326.847";636206.57;225326.847
"636209.820050001 217829.63";636209.820050001;217829.63
"636212.697 224623.205";636212.697;224623.205
"636213.576 225177.687";636213.576;225177.687
"636214.45005 217234.41";636214.45005;217234.41
"636214.707 225647.164";636214.707;225647.164
"636217.416049998 217719.705";636217.416049998;217719.705
"636217.907049999 226106.411";636217.907049999;226106.411
"636218.139049999 229045.045";636218.139049999;229045.045
"636219.076 225643.674";636219.076;225643.674
"636220.22005 217852.932";636220.22005;217852.932
"636220.802049998 232268.951";636220.802049998;232268.951
"636224.918049999 198220.399";636224.918049999;198220.399
"636225.11 225159.015";636225.11;225159.015
"636226.63005 227752.38";636226.63005;227752.38
"636228.09705 229555.868";636228.09705;229555.868
"636228.54 224603.82";636228.54;224603.82
"636230.962049998 217887.385";636230.962049998;217887.385
"636231.258049998 217883.136";636231.258049998;217883.136
"636231.61005 217878.09";636231.61005;217878.09
"636232.658050001 226400.049";636232.658050001;226400.049
"636232.745 225639.997";636232.745;225639.997
"636233.129050002 226398.907";636233.129050002;226398.907
"636233.91705 226106.608";636233.91705;226106.608
"636235.010049999 226394.34";636235.010049999;226394.34
"636238.15 224664.41";636238.15;224664.41
"636238.24 227346.01";636238.24;227346.01
"636238.6 227385.91";636238.6;227385.91
"636238.86 227448.71";636238.86;227448.71
"636240.01 227485.68";636240.01;227485.68
"636240.271 227492.183";636240.271;227492.183
"636240.688 225637.947";636240.688;225637.947
"636240.780049998 228877.89";636240.780049998;228877.89
"636240.87 225324.42";636240.87;225324.42
"636241.278200001 227346.880399998";636241.278200001;227346.880399998
"636242.17 224700.65";636242.17;224700.65
"636242.17405 217904.094";636242.17405;217904.094
"636242.190049998 229033.25";636242.190049998;229033.25
"636243.600049999 217246.28";636243.600049999;217246.28
"636244.001049999 229587.711";636244.001049999;229587.711
"636245.18505 217908.582";636245.18505;217908.582
"636246.27005 217233.2";636246.27005;217233.2
"636248.801 225390.722";636248.801;225390.722
"636249.67 225126.523";636249.67;225126.523
"636250.693050001 217721.199";636250.693050001;217721.199
"636250.695 225635.378";636250.695;225635.378
"636250.980050001 221568.57";636250.980050001;221568.57
"636252.03 224575.11";636252.03;224575.11
"636255.493949998 224530.250550002";636255.493949998;224530.250550002
"636256.760049999 216949.49";636256.760049999;216949.49
"636258.911049999 226107.16";636258.911049999;226107.16
"636260.184 225632.871";636260.184;225632.871
"636260.28 225119.32";636260.28;225119.32
"636260.447050001 232235.692";636260.447050001;232235.692
"636263.460050002 217221.66";636263.460050002;217221.66
"636263.490049999 229020.842";636263.490049999;229020.842
"636264.225049999 217728.368";636264.225049999;217728.368
"636264.230050001 229627.95";636264.230050001;229627.95
"636264.830049999 216991.41";636264.830049999;216991.41
"636264.9 224722.73";636264.9;224722.73
"636265.373 225631.26";636265.373;225631.26
"636266.0427 224538.205150001";636266.0427;224538.205150001
"636266.96 227492.83";636266.96;227492.83
"636268.3 225606.28";636268.3;225606.28
"636268.330049999 217218.34";636268.330049999;217218.34
"636268.740049999 226312.74";636268.740049999;226312.74
"636268.93155 227493.678149998";636268.93155;227493.678149998
"636269.951 225629.241";636269.951;225629.241
"636272.737500001 224543.2535";636272.737500001;224543.2535
"636273.25 224543.64";636273.25;224543.64
"636273.311050002 224543.676";636273.311050002;224543.676
"636273.350049999 217035.7";636273.350049999;217035.7
"636276.715050001 217738.708";636276.715050001;217738.708
"636276.95 227357.1";636276.95;227357.1
"636277.069049999 226106.74";636277.069049999;226106.74
"636277.83805 221580.591";636277.83805;221580.591
"636279.81005 216938.99";636279.81005;216938.99
"636281.890050001 217183.01";636281.890050001;217183.01
"636282.77005 217078.39";636282.77005;217078.39
"636284.51 224757.65";636284.51;224757.65
"636285.629050002 217748.894";636285.629050002;217748.894
"636292.95 225103.46";636292.95;225103.46
"636293.89105 229687.109";636293.89105;229687.109
"636294.498050001 198281.627";636294.498050001;198281.627
"636294.9 227504.85";636294.9;227504.85
"636296.100049999 226105.302";636296.100049999;226105.302
"636296.22005 217145.56";636296.22005;217145.56
"636297.120049998 217129.51";636297.120049998;217129.51
"636297.63005 226245.82";636297.63005;226245.82
"636297.76 224781.42";636297.76;224781.42
"636298.06205 228998.08";636298.06205;228998.08
"636298.600049999 217102.09";636298.600049999;217102.09
"636299.190049998 229697.56";636299.190049998;229697.56
"636299.934050001 217767.01";636299.934050001;217767.01
"636302.727049999 232198.088";636302.727049999;232198.088
"636312.06005 217777.4";636312.06005;217777.4
"636312.47005 226209.68";636312.47005;226209.68
"636314.47005 226102.965";636314.47005;226102.965
"636315.22005 226142.06";636315.22005;226142.06
"636315.329050001 226110.142";636315.329050001;226110.142
"636318.65205 221590.115";636318.65205;221590.115
"636318.85605 229751.35";636318.85605;229751.35
"636318.95005 206495.22";636318.95005;206495.22
"636319.743050002 227592.281";636319.743050002;227592.281
"636319.88 227518.79";636319.88;227518.79
"636320.824050002 228983.998";636320.824050002;228983.998
"636320.84 225086.79";636320.84;225086.79
"636321.26 227361.94";636321.26;227361.94
"636322.47005 227588.43";636322.47005;227588.43
"636323.045 224898.586";636323.045;224898.586
"636324.20005 216918.82";636324.20005;216918.82
"636325.092399999 227521.9921";636325.092399999;227521.9921
"636325.38005 217783.592";636325.38005;217783.592
"636326.42 224847.55";636326.42;224847.55
"636326.487050001 226101.16";636326.487050001;226101.16
"636327.830049999 216917.18";636327.830049999;216917.18
"636327.99605 232177.204";636327.99605;232177.204
"636330.91 225068.67";636330.91;225068.67
"636333.772 224929.796";636333.772;224929.796
"636333.86005 198402.51";636333.86005;198402.51
"636334.04005 229788.04";636334.04005;229788.04
"636334.715050001 226097.949";636334.715050001;226097.949
"636335.27 225043.77";636335.27;225043.77
"636337.36 224895.03";636337.36;224895.03
"636339.044050001 221591.855";636339.044050001;221591.855
"636339.11705 217787.1";636339.11705;217787.1
"636340.041049998 228973.693";636340.041049998;228973.693
"636341.271 224963.48";636341.271;224963.48
"636342.05 224983.46";636342.05;224983.46
"636343.54005 224544.046";636343.54005;224544.046
"636348.47005 224542.432";636348.47005;224542.432
"636349.921050001 226095.681";636349.921050001;226095.681
"636352.342050001 229822.568";636352.342050001;229822.568
"636352.8 227378.14";636352.8;227378.14
"636352.869350001 227378.056150001";636352.869350001;227378.056150001
"636356.050050002 227541.01";636356.050050002;227541.01
"636359.888050001 226096.231";636359.888050001;226096.231
"636360.17805 224540.649";636360.17805;224540.649
"636362.126049999 185876.763";636362.126049999;185876.763
"636362.410050001 221602.95";636362.410050001;221602.95
"636366.052049998 232146.615";636366.052049998;232146.615
"636367.010049999 221591.29";636367.010049999;221591.29
"636368.058049999 206514.775";636368.058049999;206514.775
"636374.183049999 227352.29095";636374.183049999;227352.29095
"636376.79005 229855.76";636376.79005;229855.76
"636377.97005 217792.71";636377.97005;217792.71
"636379.22405 198491.628";636379.22405;198491.628
"636379.730050001 216994.78";636379.730050001;216994.78
"636380.47005 221618.03";636380.47005;221618.03
"636388.800050002 217002.29";636388.800050002;217002.29
"636390.96 227332.01";636390.96;227332.01
"636391.025400002 227331.203299999";636391.025400002;227331.203299999
"636391.62105 224493.47";636391.62105;224493.47
"636392.640050001 221598.62";636392.640050001;221598.62
"636393.54 227300.19";636393.54;227300.19
"636393.695050001 232119.799";636393.695050001;232119.799
"636395.64 227242.74";636395.64;227242.74
"636396.400049999 224511.82";636396.400049999;224511.82
"636397.344050001 221614.686";636397.344050001;221614.686
"636398.166049998 217797.104";636398.166049998;217797.104
"636399.430050001 221621.81";636399.430050001;221621.81
"636401.386050001 217798.185";636401.386050001;217798.185
"636403.580049999 206528.92";636403.580049999;206528.92
"636408.88005 221627.17";636408.88005;221627.17
"636413.85605 217802.418";636413.85605;217802.418
"636416.710050002 185843.94";636416.710050002;185843.94
"636418.52905 232097.264";636418.52905;232097.264
"636424.690049998 221608.87";636424.690049998;221608.87
"636424.84 227186.69";636424.84;227186.69
"636425.216049999 226086.515";636425.216049999;226086.515
"636427.11005 227569.51";636427.11005;227569.51
"636427.118050002 229898.322";636427.118050002;229898.322
"636432.611049999 232086.165";636432.611049999;232086.165
"636433.694049999 232085.312";636433.694049999;232085.312
"636434.668049999 218270.475";636434.668049999;218270.475
"636435.841049999 217812.63";636435.841049999;217812.63
"636436.36005 221592.94";636436.36005;221592.94
"636437.451049998 232081.116";636437.451049998;232081.116
"636438.18705 226083.874";636438.18705;226083.874
"636438.45005 221596.71";636438.45005;221596.71
"636438.541049998 232080.263";636438.541049998;232080.263
"636438.63205 218257.523";636438.63205;218257.523
"636440.196049999 218249.101";636440.196049999;218249.101
"636441.289050002 218272.168";636441.289050002;218272.168
"636443.135049999 218233.381";636443.135049999;218233.381
"636443.467050001 217816.173";636443.467050001;217816.173
"636443.56405 218272.749";636443.56405;218272.749
"636444.311050002 218201.767";636444.311050002;218201.767
"636444.54005 217014.43";636444.54005;217014.43
"636446.383049998 218273.47";636446.383049998;218273.47
"636447.447050001 232073.29";636447.447050001;232073.29
"636447.710050002 217007.08";636447.710050002;217007.08
"636447.886050001 218179.185";636447.886050001;218179.185
"636449.947050001 226080.567";636449.947050001;226080.567
"636453.490049999 218275.56";636453.490049999;218275.56
"636454.440049998 217009.53";636454.440049998;217009.53
"636455.186050002 217819.865";636455.186050002;217819.865
"636458.243050002 221632.103";636458.243050002;221632.103
"636460.594050001 218138.316";636460.594050001;218138.316
"636461.138050001 198652.55";636461.138050001;198652.55
"636461.300050002 229914.77";636461.300050002;229914.77
"636461.5 227116.06";636461.5;227116.06
"636461.726050001 226076.163";636461.726050001;226076.163
"636467.75705 218116.008";636467.75705;218116.008
"636467.852049999 221713.49";636467.852049999;221713.49
"636468.070050001 224432.03";636468.070050001;224432.03
"636468.457049999 221724.735";636468.457049999;221724.735
"636469.172049999 221688.751";636469.172049999;221688.751
"636470.533050001 221662.902";636470.533050001;221662.902
"636470.791049998 198664.614";636470.791049998;198664.614
"636470.840050001 221657.287";636470.840050001;221657.287
"636471.069049999 221653.143";636471.069049999;221653.143
"636472.805050001 221736.391";636472.805050001;221736.391
"636475.715050001 217826.336";636475.715050001;217826.336
"636477.201049998 218071.449";636477.201049998;218071.449
"636477.737050001 218044.332";636477.737050001;218044.332
"636477.96305 218055.594";636477.96305;218055.594
"636478.627050001 224388.59";636478.627050001;224388.59
"636478.798050001 221744.733";636478.798050001;221744.733
"636481.21 227078.15";636481.21;227078.15
"636481.968049999 218025.926";636481.968049999;218025.926
"636484.0 216925.68";636484.0;216925.68
"636486.32705 217829.681";636486.32705;217829.681
"636488.06005 216911.6";636488.06005;216911.6
"636488.45905 185800.588";636488.45905;185800.588
"636490.041049998 198714.669";636490.041049998;198714.669
"636490.940049998 227553.83";636490.940049998;227553.83
"636491.157049999 232037.246";636491.157049999;232037.246
"636491.229049999 217831.226";636491.229049999;217831.226
"636491.63005 216912.3";636491.63005;216912.3
"636492.197050001 218002.723";636492.197050001;218002.723
"636493.639049999 198738.85";636493.639049999;198738.85
"636494.308049999 216912.8248";636494.308049999;216912.8248
"636494.758049998 217832.339";636494.758049998;217832.339
"636494.805050001 185796.754";636494.805050001;185796.754
"636495.386050001 198750.129";636495.386050001;198750.129
"636498.030049998 217980.741";636498.030049998;217980.741
"636498.80305 217843.273";636498.80305;217843.273
"636501.79905 198792.834";636501.79905;198792.834
"636501.92605 198769.81";636501.92605;198769.81
"636502.86905 221766.309";636502.86905;221766.309
"636504.240049999 216914.77";636504.240049999;216914.77
"636504.640050001 216896.38";636504.640050001;216896.38
"636504.730050001 221775.97";636504.730050001;221775.97
"636505.38005 221848.38";636505.38005;221848.38
"636505.561050002 217859.659";636505.561050002;217859.659
"636506.22005 224397.65";636506.22005;224397.65
"636506.45205 217942.18";636506.45205;217942.18
"636507.160050001 216867.61";636507.160050001;216867.61
"636507.640050001 216800.72";636507.640050001;216800.72
"636507.650049999 216794.71";636507.650049999;216794.71
"636507.698 227027.368";636507.698;227027.368
"636508.010049999 216731.04";636508.010049999;216731.04
"636508.20005 216844.45";636508.20005;216844.45
"636508.370049998 216652.38";636508.370049998;216652.38
"636508.410050001 216766.46";636508.410050001;216766.46
"636508.535050001 217923.744";636508.535050001;217923.744
"636508.86005 216633.35";636508.86005;216633.35
"636508.97 227024.93";636508.97;227024.93
"636509.60805 221865.599";636509.60805;221865.599
"636509.728050001 217872.993";636509.728050001;217872.993
