row ID,Durchscnittsnote 3 Schuljahr,Schule 1=KSALP 2=KSBER 3=KSREU 4=KSSCH 5=KSSEE 6=KSSUR 7=KSWIL,BRank_Steuerbelastung,BRank_Erreichbarkeit,Geschlecht 1=1 2=2,Heimatland 1=CH 2=D 3=Andere,Durchscnittsnote Matura
L-457174-KSREU,4.54,3,2,1,2,1,4.53
L-411103-KSALP,4.69,1,2,1,2,1,4.78
L-411120-KSALP,4.18,1,2,1,2,1,4.27
L-411838-KSALP,5.11,1,2,1,1,1,5.09
L-409401-KSALP,4.54,1,2,1,2,1,4.63
L-411125-KSALP,5.54,1,2,1,2,1,5.63
L-457761-KSREU,4.05,3,2,1,1,2,4.03
L-457117-KSREU,4.71,3,2,1,1,1,4.59
L-408397-KSALP,4.38,1,2,1,2,1,4.47
L-411028-KSALP,4.88,1,2,1,2,1,4.97
L-408593-KSALP,4.64,1,2,1,1,1,4.63
L-411005-KSALP,5.14,1,2,1,1,1,5.13
L-411111-KSALP,4.29,1,2,1,1,1,4.27
L-411641-KSALP,4.27,1,2,1,1,1,4.25
L-456768-KSREU,4.68,3,2,1,1,1,4.56
L-457602-KSREU,4.58,3,2,1,2,1,4.56
L-410219-KSALP,4.62,1,2,1,1,1,4.59
L-411845-KSALP,4.68,1,2,1,1,1,4.66
L-411030-KSALP,5.43,1,2,1,1,1,5.41
L-410705-KSALP,4.77,1,2,1,1,1,4.75
L-408583-KSALP,4.64,1,2,1,2,3,4.72
L-409475-KSALP,4.43,1,2,1,1,1,4.4
L-410975-KSALP,4.46,1,2,1,2,1,4.53
L-408920-KSALP,4.89,1,2,1,2,2,5.06
L-456564-KSREU,4.67,3,2,1,1,1,4.53
L-455397-KSREU,4.42,3,2,1,1,1,4.28
L-410196-KSALP,4.54,1,2,1,1,1,4.5
L-411503-KSALP,4.69,1,2,1,1,1,4.66
L-410963-KSALP,5.04,1,2,1,1,1,5.0
L-457618-KSREU,4.27,3,2,1,2,1,4.23
L-408522-KSALP,5.57,1,2,1,1,1,5.53
L-408445-KSALP,4.92,1,2,1,1,1,4.88
L-410330-KSALP,4.58,1,2,1,1,1,4.53
L-457045-KSREU,4.83,3,2,1,1,1,4.69
L-457071-KSREU,4.83,3,2,1,1,1,4.69
L-411104-KSALP,5.42,1,2,1,1,1,5.38
L-411092-KSALP,4.89,1,2,1,1,1,4.84
L-411854-KSALP,4.68,1,2,1,1,1,4.63
L-410296-KSALP,4.42,1,2,1,2,1,4.47
L-408437-KSALP,4.46,1,2,1,1,1,4.41
L-411358-KSALP,4.27,1,2,1,2,1,4.31
L-411022-KSALP,4.31,1,2,1,1,1,4.25
L-410266-KSALP,4.96,1,2,1,1,1,4.91
L-410967-KSALP,4.62,1,2,1,2,1,4.66
L-410697-KSALP,4.65,1,2,1,1,1,4.59
L-409320-KSALP,5.15,1,2,1,1,1,5.09
L-412070-KSALP,4.73,1,2,1,1,1,4.67
L-457712-KSREU,4.82,3,2,1,1,1,4.66
L-407793-KSALP,4.5,1,2,1,1,1,4.44
L-411994-KSALP,4.5,1,2,1,1,1,4.44
L-457108-KSREU,4.63,3,2,1,2,1,4.56
L-408477-KSALP,4.65,1,2,1,2,1,4.69
L-409412-KSALP,4.65,1,2,1,2,1,4.69
L-457050-KSREU,4.79,3,2,1,1,1,4.63
L-411037-KSALP,5.04,1,2,1,1,1,4.97
L-408524-KSALP,5.54,1,2,1,1,1,5.47
L-411949-KSALP,5.0,1,2,1,2,1,5.03
L-409372-KSALP,4.54,1,2,1,1,1,4.47
L-409296-KSALP,4.88,1,2,1,1,1,4.81
L-410286-KSALP,4.88,1,2,1,1,1,4.81
L-410936-KSALP,4.19,1,2,1,2,1,4.22
L-408588-KSALP,4.86,1,2,1,1,1,4.78
L-409443-KSALP,4.54,1,2,1,2,1,4.56
L-409500-KSALP,4.54,1,2,1,2,1,4.56
L-457161-KSREU,5.58,3,2,1,2,1,5.5
L-457714-KSREU,4.59,3,2,1,1,1,4.41
L-410686-KSALP,4.22,1,2,1,2,1,4.23
L-456529-KSREU,4.63,3,2,1,1,1,4.44
L-456770-KSREU,4.59,3,2,1,1,1,4.4
L-552571-KSBER,4.79,2,2,1,1,1,4.6
L-408444-KSALP,4.5,1,2,1,1,1,4.41
L-409311-KSALP,5.0,1,2,1,1,1,4.91
L-411878-KSALP,4.46,1,2,1,2,1,4.47
L-409425-KSALP,5.35,1,2,1,1,1,5.25
L-408433-KSALP,4.15,1,2,1,2,1,4.16
L-411898-KSALP,4.65,1,2,1,2,1,4.66
L-457606-KSREU,4.79,3,2,1,1,1,4.59
L-411073-KSALP,5.79,1,2,1,1,1,5.69
L-408435-KSALP,4.69,1,2,1,1,3,4.59
L-408585-KSALP,5.0,1,2,1,2,1,5.0
L-411327-KSALP,5.17,1,2,1,2,1,5.17
L-457998-KSREU,4.73,3,2,1,2,1,4.63
L-410470-KSALP,4.44,1,2,1,2,1,4.44
L-410259-KSALP,4.86,1,2,1,1,1,4.75
L-457701-KSREU,4.86,3,2,1,1,1,4.66
L-457252-KSREU,4.77,3,2,1,1,1,4.56
L-409450-KSALP,4.39,1,2,1,1,1,4.28
L-411002-KSALP,4.64,1,2,1,1,1,4.53
L-410504-KSALP,4.23,1,2,1,2,1,4.22
L-457272-KSREU,4.36,3,2,1,2,1,4.25
L-409221-KSALP,4.42,1,2,1,2,1,4.41
L-410994-KSALP,4.12,1,2,1,2,1,4.09
L-408395-KSALP,4.96,1,2,1,2,1,4.94
L-411914-KSALP,4.96,1,2,1,2,1,4.94
L-410988-KSALP,4.31,1,2,1,2,1,4.28
L-458474-KSREU,4.54,3,2,1,1,3,4.31
L-408459-KSALP,4.5,1,2,1,2,1,4.47
L-410533-KSALP,4.5,1,2,1,2,1,4.47
L-457707-KSREU,5.05,3,2,1,1,1,4.81
L-411933-KSALP,4.35,1,2,1,2,1,4.31
L-409338-KSALP,4.88,1,2,1,1,1,4.75
L-456588-KSREU,4.92,3,2,1,2,1,4.78
L-457526-KSREU,4.92,3,2,1,2,1,4.78
L-411795-KSALP,4.79,1,2,1,1,2,4.75
L-408461-KSALP,4.69,1,2,1,2,1,4.66
L-411847-KSALP,4.73,1,2,1,1,1,4.59
L-409482-KSALP,4.86,1,2,1,1,1,4.72
L-408456-KSALP,5.04,1,2,1,2,1,5.0
L-409378-KSALP,4.92,1,2,1,1,1,4.78
L-411079-KSALP,4.92,1,2,1,1,1,4.78
L-409188-KSALP,4.68,1,2,1,1,1,4.53
L-409441-KSALP,4.93,1,2,1,1,1,4.78
L-455381-KSREU,4.5,3,2,1,1,1,4.25
L-457557-KSREU,4.63,3,2,1,1,1,4.38
L-455841-KSREU,4.75,3,2,1,1,3,4.5
L-457288-KSREU,5.0,3,2,1,1,3,4.75
L-409353-KSALP,4.77,1,2,1,2,1,4.72
L-410984-KSALP,5.46,1,2,1,1,1,5.31
L-410524-KSALP,4.83,1,2,1,2,1,4.78
L-457947-KSREU,4.91,3,2,1,1,1,4.66
L-457961-KSREU,4.82,3,2,1,1,1,4.56
L-411990-KSALP,4.75,1,2,1,1,1,4.59
L-411862-KSALP,5.0,1,2,1,1,1,4.84
L-456774-KSREU,4.64,3,2,1,1,3,4.38
L-409493-KSALP,4.85,1,2,1,2,1,4.78
L-411891-KSALP,4.85,1,2,1,2,1,4.78
L-408402-KSALP,4.32,1,2,1,1,1,4.16
L-457121-KSREU,4.67,3,2,1,2,3,4.5
L-408431-KSALP,4.58,1,2,1,2,1,4.5
L-455359-KSREU,4.71,3,2,1,2,1,4.53
L-409303-KSALP,4.62,1,2,1,1,1,4.44
L-411837-KSALP,4.96,1,2,1,1,1,4.78
L-410289-KSALP,4.23,1,2,1,2,1,4.15
L-457004-KSREU,4.75,3,2,1,1,1,4.47
L-456668-KSREU,5.25,3,2,1,1,3,4.97
L-410971-KSALP,4.65,1,2,1,1,1,4.47
L-411312-KSALP,4.46,1,2,1,2,1,4.38
L-411905-KSALP,4.46,1,2,1,2,1,4.38
L-411323-KSALP,4.5,1,2,1,1,1,4.31
L-456773-KSREU,4.73,3,2,1,1,1,4.44
L-409489-KSALP,4.79,1,2,1,1,1,4.59
L-410261-KSALP,5.19,1,2,1,1,1,5.0
L-455312-KSREU,4.42,3,2,1,2,1,4.22
L-456513-KSREU,5.29,3,2,1,2,1,5.09
L-410221-KSALP,4.54,1,2,1,2,1,4.44
L-410234-KSALP,4.54,1,2,1,2,1,4.44
L-457576-KSREU,4.83,3,2,1,1,1,4.53
L-457249-KSREU,4.68,3,2,1,1,3,4.38
L-455780-KSREU,4.46,3,2,1,2,1,4.25
L-409427-KSALP,4.62,1,2,1,1,1,4.41
L-410220-KSALP,4.42,1,2,1,2,1,4.31
L-411105-KSALP,4.46,1,2,1,1,1,4.25
L-411319-KSALP,4.27,1,2,1,2,3,4.16
L-409386-KSALP,4.81,1,2,1,1,1,4.59
L-457990-KSREU,4.59,3,2,1,2,1,4.38
L-411954-KSALP,4.93,1,2,1,2,1,4.81
L-408520-KSALP,4.96,1,2,1,2,1,4.84
L-458416-KSREU,4.5,3,2,1,2,1,4.28
L-457100-KSREU,4.88,3,2,1,2,1,4.66
L-456576-KSREU,4.5,3,2,1,1,1,4.18
L-455460-KSREU,5.29,3,2,1,1,1,4.97
L-411896-KSALP,4.69,1,2,1,2,1,4.56
L-411956-KSALP,4.69,1,2,1,2,1,4.56
L-411831-KSALP,5.08,1,2,1,1,1,4.84
L-411098-KSALP,4.61,1,2,1,2,1,4.47
L-409159-KSALP,4.35,1,2,1,1,1,4.1
L-410270-KSALP,4.35,1,2,1,2,1,4.2
L-455995-KSREU,4.75,3,2,1,1,3,4.41
L-410265-KSALP,4.96,1,2,1,1,1,4.72
L-410730-KSALP,5.21,1,2,1,1,1,4.97
L-457973-KSREU,4.59,3,2,1,2,1,4.34
L-409423-KSALP,5.75,1,2,1,1,1,5.5
L-457658-KSREU,5.29,3,2,1,1,1,4.94
L-407638-KSALP,4.69,1,2,1,1,1,4.44
L-412034-KSALP,5.19,1,2,1,1,1,4.94
L-457176-KSREU,4.46,3,2,1,2,1,4.2
L-411100-KSALP,4.92,1,2,1,2,1,4.77
L-457185-KSREU,4.71,3,2,1,1,1,4.34
L-455321-KSREU,4.83,3,2,1,1,1,4.47
L-457150-KSREU,5.08,3,2,1,1,1,4.72
L-457445-KSREU,4.46,3,2,1,2,3,4.19
L-455833-KSREU,4.71,3,2,1,2,1,4.44
L-411006-KSALP,4.46,1,2,1,2,1,4.28
L-411269-KSALP,4.5,1,2,1,1,3,4.22
L-455385-KSREU,4.63,3,2,1,2,1,4.34
L-457976-KSREU,4.91,3,2,1,2,1,4.63
L-409382-KSALP,4.69,1,2,1,1,3,4.41
L-457237-KSREU,4.45,3,2,1,2,1,4.17
L-409484-KSALP,4.69,1,2,1,2,1,4.5
L-411140-KSALP,5.61,1,2,1,1,1,5.31
L-409392-KSALP,5.0,1,2,1,2,1,4.79
L-455301-KSREU,4.75,3,2,1,1,1,4.34
L-411793-KSALP,5.0,1,2,1,1,1,4.69
L-410506-KSALP,5.15,1,2,1,2,1,4.94
L-409456-KSALP,5.04,1,2,1,1,1,4.72
L-411853-KSALP,4.82,1,2,1,1,1,4.5
L-408518-KSALP,4.92,1,2,1,1,1,4.6
L-411727-KSALP,5.14,1,2,1,1,1,4.81
L-408381-KSALP,5.08,1,2,1,2,1,4.84
L-457129-KSREU,4.21,3,2,1,2,1,3.88
L-457650-KSREU,4.96,3,2,1,2,1,4.63
L-456510-KSREU,4.75,3,2,1,1,1,4.31
L-455955-KSREU,5.0,3,2,1,1,1,4.56
L-456603-KSREU,4.88,3,2,1,2,1,4.53
L-408407-KSALP,4.65,1,2,1,2,1,4.41
L-410283-KSALP,5.19,1,2,1,1,1,4.84
L-457698-KSREU,4.82,3,2,1,2,3,4.47
L-411075-KSALP,4.5,1,2,1,2,1,4.25
L-412134-KSALP,4.82,1,2,1,1,1,4.47
L-455796-KSREU,4.71,3,2,1,1,1,4.25
L-457228-KSREU,4.68,3,2,1,2,1,4.31
L-457933-KSREU,4.82,3,2,1,1,1,4.34
L-456549-KSREU,5.04,3,2,1,1,1,4.56
L-455399-KSREU,4.83,3,2,1,1,1,4.34
L-410996-KSALP,5.17,1,2,1,2,1,4.88
L-411899-KSALP,4.92,1,2,1,2,1,4.63
L-456616-KSREU,4.5,3,2,1,2,1,4.1
L-411058-KSALP,4.46,1,2,1,2,1,4.16
L-457251-KSREU,4.5,3,2,1,2,3,4.09
L-410298-KSALP,5.0,1,2,1,1,3,4.59
L-411077-KSALP,4.65,1,2,1,2,3,4.34
L-411020-KSALP,5.07,1,2,1,1,1,4.66
L-455361-KSREU,4.46,3,2,1,1,1,3.94
L-411116-KSALP,4.58,1,2,1,2,1,4.25
L-410602-KSALP,5.21,1,2,1,1,1,4.78
L-455816-KSREU,5.59,3,2,1,2,1,5.16
L-411108-KSALP,5.0,1,2,1,1,1,4.56
L-408552-KSALP,5.11,1,2,1,1,1,4.66
L-457111-KSREU,4.71,3,2,1,1,1,4.16
L-409730-KSALP,4.73,1,2,1,2,1,4.38
L-408399-KSALP,5.27,1,2,1,2,1,4.91
L-457716-KSREU,4.55,3,2,1,2,1,4.08
L-502637-KSSCH,5.27,4,2,1,1,1,4.7
L-458525-KSREU,4.82,3,2,1,2,1,4.34
L-455989-KSREU,4.68,3,2,1,1,1,4.1
L-455969-KSREU,5.88,3,2,1,1,1,5.28
L-457076-KSREU,4.75,3,2,1,2,1,4.25
L-408388-KSALP,4.46,1,2,1,2,1,4.06
L-411019-KSALP,4.85,1,2,1,1,1,4.34
L-455977-KSREU,5.38,3,2,1,1,1,4.75
L-455376-KSREU,4.79,3,2,1,1,1,4.16
L-457090-KSREU,4.79,3,2,1,2,1,4.25
L-410308-KSALP,4.85,1,2,1,2,1,4.38
L-408393-KSALP,4.88,1,2,1,2,1,4.41
L-455853-KSREU,5.04,3,2,1,1,1,4.34
L-410452-KSALP,4.81,1,2,1,2,1,4.28
L-410495-KSALP,5.0,1,2,1,2,1,4.42
L-455818-KSREU,4.42,3,2,1,2,1,3.69
L-409901-KSALP,4.77,1,2,1,2,1,3.91
L-455859-KSREU,5.04,3,2,1,1,1,3.84
L-455898-KSREU,4.33,3,3,4,1,1,4.72
L-457028-KSREU,5.17,3,3,4,1,1,5.5
L-456651-KSREU,4.58,3,3,4,1,1,4.91
L-455203-KSREU,4.46,3,3,4,1,3,4.75
L-457537-KSREU,4.63,3,3,4,1,1,4.91
L-457034-KSREU,4.38,3,3,4,2,1,4.75
L-502200-KSSCH,4.5,4,3,4,1,1,4.72
L-457595-KSREU,5.0,3,3,4,1,1,5.22
L-457124-KSREU,4.96,3,3,4,2,1,5.25
L-455906-KSREU,5.08,3,3,4,2,1,5.38
L-456976-KSREU,5.0,3,3,4,1,1,5.19
L-455883-KSREU,4.17,3,3,4,2,1,4.44
L-455257-KSREU,4.96,3,3,4,1,1,5.13
L-457031-KSREU,5.08,3,3,4,1,1,5.25
L-457555-KSREU,5.25,3,3,4,1,1,5.41
L-457000-KSREU,4.75,3,3,4,2,1,5.0
L-456729-KSREU,4.82,3,3,4,2,1,5.06
L-457210-KSREU,4.77,3,3,4,1,1,4.91
L-455885-KSREU,4.75,3,3,4,2,1,4.97
L-457259-KSREU,5.0,3,3,4,2,1,5.22
L-457255-KSREU,4.91,3,3,4,1,2,5.13
L-455876-KSREU,5.04,3,3,4,1,1,5.16
L-455867-KSREU,4.42,3,3,4,2,1,4.63
L-456740-KSREU,4.68,3,3,4,1,1,4.78
L-457462-KSREU,4.42,3,3,4,1,1,4.5
L-455254-KSREU,5.0,3,3,4,1,1,5.06
L-409842-KSALP,4.85,1,3,4,1,1,5.0
L-455244-KSREU,5.17,3,3,4,1,1,5.22
L-457571-KSREU,4.63,3,3,4,1,1,4.66
L-456999-KSREU,4.58,3,3,4,1,1,4.59
L-455864-KSREU,4.71,3,3,4,1,1,4.72
L-457148-KSREU,5.08,3,3,4,1,1,5.06
L-456074-KSREU,4.33,3,3,4,2,1,4.41
L-455870-KSREU,4.38,3,3,4,2,1,4.44
L-455283-KSREU,5.5,3,3,4,1,2,5.56
L-456742-KSREU,5.05,3,3,4,1,1,5.0
L-457495-KSREU,5.0,3,3,4,1,1,4.91
L-455241-KSREU,5.25,3,3,4,1,1,5.16
L-455901-KSREU,4.42,3,3,4,1,1,4.31
L-409844-KSALP,4.58,1,3,4,1,1,4.56
L-456658-KSREU,5.38,3,3,4,1,1,5.25
L-456653-KSREU,4.88,3,3,4,2,1,4.84
L-457179-KSREU,4.88,3,3,4,2,1,4.84
L-457261-KSREU,4.55,3,3,4,1,3,4.41
L-502650-KSSCH,5.36,4,3,4,1,1,5.22
L-455281-KSREU,4.96,3,3,4,1,1,4.81
L-456737-KSREU,4.77,3,3,4,1,1,4.63
L-455271-KSREU,4.88,3,3,4,1,1,4.72
L-502412-KSSCH,4.59,4,3,4,2,1,4.53
L-457048-KSREU,4.33,3,3,4,2,1,4.25
L-457648-KSREU,5.0,3,3,4,1,1,4.81
L-457098-KSREU,5.13,3,3,4,1,1,4.94
L-457126-KSREU,4.75,3,3,4,2,1,4.66
L-455889-KSREU,4.58,3,3,4,1,1,4.38
L-502092-KSSCH,4.54,4,3,4,1,1,4.31
L-455900-KSREU,5.08,3,3,4,1,1,4.84
L-456647-KSREU,5.17,3,3,4,2,2,5.13
L-455290-KSREU,4.96,3,3,4,2,1,4.81
L-455908-KSREU,4.67,3,3,4,2,1,4.5
L-456656-KSREU,5.38,3,3,4,1,1,5.09
L-455276-KSREU,4.96,3,3,4,1,1,4.66
L-456675-KSREU,5.21,3,3,4,1,1,4.91
L-458451-KSREU,5.45,3,3,4,1,1,5.13
L-455263-KSREU,4.71,3,3,4,1,1,4.38
L-458414-KSREU,4.82,3,3,4,1,1,4.44
L-455284-KSREU,4.83,3,3,4,1,1,4.44
L-456661-KSREU,4.63,3,3,4,2,1,4.32
L-455891-KSREU,4.79,3,3,4,2,1,4.47
L-502620-KSSCH,5.0,4,3,4,2,1,4.53
L-407466-KSSUR,4.04,6,3,3,2,1,4.63
L-406207-KSSUR,4.63,6,3,3,2,1,4.94
L-407413-KSSUR,5.0,6,3,3,1,1,5.16
L-410620-KSALP,4.42,1,3,3,2,1,4.73
L-407150-KSSUR,4.67,6,3,3,2,1,4.88
L-405897-KSSUR,4.54,6,3,3,2,1,4.71
L-405943-KSSUR,5.0,6,3,3,2,1,5.15
L-406603-KSSUR,4.5,6,3,3,1,1,4.53
L-407030-KSSUR,4.79,6,3,3,2,1,4.91
L-552061-KSBER,4.04,2,3,3,2,1,4.16
L-405865-KSSUR,4.83,6,3,3,1,1,4.84
L-406162-KSSUR,4.63,6,3,3,2,1,4.72
L-406809-KSSUR,4.25,6,3,3,2,1,4.28
L-406747-KSSUR,4.63,6,3,3,1,1,4.5
L-408293-KSSUR,4.79,6,3,3,1,1,4.66
L-411438-KSALP,4.71,1,3,3,1,1,4.67
L-407473-KSSUR,4.63,6,3,3,1,1,4.44
L-406210-KSSUR,5.04,6,3,3,2,1,4.84
L-407026-KSSUR,4.96,6,3,3,2,1,4.73
L-407411-KSSUR,5.42,6,3,3,2,1,5.16
L-406638-KSSUR,4.58,6,3,3,1,1,4.19
L-407090-KSSUR,4.79,6,3,3,1,1,4.32
L-406212-KSSUR,4.67,6,3,3,2,1,4.22
L-407470-KSSUR,5.33,6,3,3,1,1,4.76
L-410107-KSALP,4.42,1,1,3,1,1,4.94
L-408622-KSALP,5.08,1,1,3,2,1,5.69
L-410116-KSALP,4.21,1,1,3,1,1,4.69
L-408621-KSALP,4.65,1,1,3,2,1,5.16
L-411467-KSALP,5.12,1,1,3,1,1,5.5
L-408889-KSALP,4.5,1,1,3,2,3,4.97
L-409191-KSALP,4.27,1,1,3,1,1,4.63
L-408595-KSALP,4.42,1,1,3,2,1,4.88
L-409194-KSALP,4.68,1,1,3,2,1,5.13
L-408616-KSALP,4.15,1,1,3,2,1,4.59
L-410081-KSALP,5.08,1,1,3,2,1,5.47
L-408598-KSALP,4.62,1,1,3,1,1,4.91
L-410091-KSALP,4.04,1,1,3,2,1,4.41
L-410866-KSALP,4.04,1,1,3,2,1,4.41
L-409209-KSALP,4.31,1,1,3,2,1,4.66
L-411786-KSALP,4.58,1,1,3,2,1,4.88
L-412091-KSALP,4.33,1,1,3,1,1,4.53
L-409189-KSALP,5.04,1,1,3,1,1,5.22
L-408624-KSALP,5.08,1,1,3,1,1,5.25
L-408603-KSALP,4.11,1,1,3,2,1,4.38
L-411334-KSALP,4.96,1,1,3,1,1,5.13
L-409198-KSALP,4.31,1,1,3,2,1,4.56
L-410096-KSALP,4.38,1,1,3,1,1,4.53
L-408614-KSALP,4.23,1,1,3,2,1,4.47
L-410859-KSALP,5.12,1,1,3,1,1,5.22
L-411776-KSALP,5.31,1,1,3,2,1,5.5
L-409691-KSALP,4.54,1,1,3,2,1,4.72
L-410106-KSALP,4.39,1,1,3,1,1,4.47
L-411772-KSALP,4.73,1,1,3,2,1,4.91
L-411777-KSALP,4.31,1,1,3,1,1,4.34
L-410864-KSALP,4.67,1,1,3,2,1,4.8
L-409212-KSALP,4.5,1,1,3,1,1,4.53
L-410094-KSALP,4.82,1,1,3,1,1,4.84
L-411420-KSALP,5.25,1,1,3,1,1,5.27
L-408607-KSALP,4.29,1,1,3,2,1,4.4
L-408601-KSALP,4.25,1,1,3,2,1,4.34
L-410078-KSALP,4.75,1,1,3,2,1,4.84
L-411768-KSALP,4.81,1,1,3,1,1,4.8
L-410112-KSALP,4.82,1,1,3,1,1,4.81
L-409214-KSALP,4.64,1,1,3,1,1,4.63
L-408618-KSALP,5.14,1,1,3,2,1,5.22
L-411774-KSALP,5.18,1,1,3,2,1,5.25
L-502397-KSSCH,5.08,4,1,3,1,1,4.94
L-410902-KSALP,4.73,1,1,3,2,1,4.78
L-410103-KSALP,4.5,1,1,3,2,1,4.53
L-409184-KSALP,4.54,1,1,3,2,1,4.56
L-502402-KSSCH,4.45,4,1,3,2,1,4.38
L-408162-KSALP,4.42,1,1,3,2,1,4.44
L-411773-KSALP,4.81,1,1,3,2,1,4.81
L-410083-KSALP,4.79,1,1,3,1,1,4.69
L-409615-KSALP,5.04,1,1,3,2,3,5.03
L-408597-KSALP,5.61,1,1,3,1,1,5.5
L-409206-KSALP,4.75,1,1,3,2,1,4.73
L-408154-KSALP,4.42,1,1,3,2,1,4.41
L-410098-KSALP,4.92,1,1,3,2,1,4.91
L-412116-KSALP,4.81,1,1,3,2,1,4.78
L-411770-KSALP,4.86,1,1,3,1,1,4.72
L-409186-KSALP,4.62,1,1,3,2,1,4.56
L-409200-KSALP,4.38,1,1,3,2,1,4.31
L-408625-KSALP,4.62,1,1,3,1,1,4.44
L-409202-KSALP,4.31,1,1,3,2,1,4.22
L-409196-KSALP,4.82,1,1,3,1,1,4.63
L-408604-KSALP,4.89,1,1,3,1,1,4.69
L-408619-KSALP,4.81,1,1,3,2,1,4.69
L-410079-KSALP,4.19,1,1,3,2,1,4.06
L-410860-KSALP,4.77,1,1,3,1,1,4.53
L-410087-KSALP,4.46,1,1,3,2,1,4.31
L-411782-KSALP,4.85,1,1,3,2,1,4.69
L-408483-KSALP,5.04,1,1,3,2,1,4.88
L-410855-KSALP,5.32,1,1,3,1,2,5.15
L-409207-KSALP,4.54,1,1,3,2,1,4.28
L-409210-KSALP,4.89,1,1,3,1,1,4.53
L-408610-KSALP,5.18,1,1,3,2,1,4.88
L-410110-KSALP,4.85,1,1,3,1,1,4.44
L-408599-KSALP,4.88,1,1,3,1,1,4.47
L-410092-KSALP,4.88,1,1,3,2,1,4.56
L-409192-KSALP,5.35,1,1,3,2,1,4.91
L-409945-KSALP,5.0,1,1,3,1,1,4.33
L-411723-KSALP,4.35,1,3,3,1,1,4.56
L-502682-KSSCH,4.32,4,3,3,2,1,4.25
L-410336-KSALP,4.88,1,3,3,1,1,4.63
L-410339-KSALP,5.04,1,3,3,1,1,4.47
L-303417-KSWIL,4.88,7,4,5,2,1,5.19
L-302893-KSWIL,4.83,7,4,5,1,1,5.03
L-412063-KSALP,4.29,1,4,5,1,1,4.63
L-302904-KSWIL,5.17,7,4,5,1,1,5.19
L-303507-KSWIL,4.88,7,4,5,2,1,4.97
L-303505-KSWIL,4.67,7,4,5,1,1,4.56
L-302579-KSWIL,4.77,7,4,5,1,1,4.64
L-302900-KSWIL,4.83,7,4,5,2,1,4.78
L-302897-KSWIL,4.5,7,4,5,2,1,4.38
L-302895-KSWIL,5.04,7,4,5,1,1,4.81
L-302902-KSWIL,4.88,7,4,5,1,1,4.66
L-303153-KSWIL,5.04,7,4,5,1,1,4.76
L-302892-KSWIL,5.0,7,4,5,2,1,4.78
L-302578-KSWIL,5.35,7,4,5,1,1,4.91
L-302898-KSWIL,5.27,7,4,5,1,1,4.72
L-303158-KSWIL,4.17,7,3,4,2,1,4.5
L-302581-KSWIL,4.73,7,3,4,1,1,4.91
L-406913-KSSUR,4.79,6,3,4,1,1,5.0
L-303362-KSWIL,4.67,7,3,4,2,1,4.84
L-303695-KSWIL,4.79,7,3,4,2,1,4.94
L-304163-KSWIL,4.42,7,3,4,2,1,4.53
L-302583-KSWIL,4.73,7,3,4,1,1,4.66
L-302905-KSWIL,4.96,7,3,4,1,1,4.88
L-407850-KSSUR,4.46,6,3,4,1,1,4.5
L-303691-KSWIL,5.42,7,3,4,2,1,5.41
L-502396-KSSCH,4.5,4,3,4,2,1,4.59
L-304528-KSWIL,4.63,7,3,4,1,1,4.41
L-303689-KSWIL,5.21,7,3,4,1,1,4.59
L-455287-KSREU,4.54,3,3,4,1,1,4.88
L-406985-KSSUR,4.33,6,3,4,2,1,4.73
L-457687-KSREU,4.77,3,3,4,1,1,5.03
L-406116-KSSUR,4.38,6,3,4,2,1,4.71
L-406544-KSSUR,4.5,6,3,4,1,1,4.68
L-455919-KSREU,4.67,3,3,4,2,1,4.94
L-455758-KSREU,4.67,3,3,4,1,1,4.81
L-303685-KSWIL,4.96,7,3,4,1,1,4.91
L-455288-KSREU,5.46,3,3,4,1,1,5.53
L-406995-KSSUR,4.92,6,3,4,1,1,4.95
L-405928-KSSUR,4.46,6,3,4,2,1,4.59
L-455272-KSREU,4.83,3,3,4,2,1,4.97
L-456707-KSREU,5.0,3,3,4,2,1,5.13
L-458480-KSREU,5.23,3,3,4,1,1,5.25
L-407809-KSSUR,4.6,6,3,4,2,1,5.0
L-407815-KSSUR,4.5,6,3,4,2,1,5.0
L-458242-KSREU,5.05,3,3,4,1,1,5.03
L-406991-KSSUR,4.63,6,3,4,1,3,4.59
L-456721-KSREU,5.25,3,3,4,2,1,5.31
L-410576-KSALP,4.73,1,3,4,1,1,4.77
L-407353-KSSUR,4.75,6,3,4,1,1,4.69
L-406149-KSSUR,5.13,6,3,4,1,1,5.06
L-458456-KSREU,4.59,3,3,4,2,1,4.63
L-406993-KSSUR,5.21,6,3,4,1,1,5.14
L-456555-KSREU,4.75,3,3,4,1,1,4.66
L-455248-KSREU,5.0,3,3,4,1,1,4.91
L-456719-KSREU,4.46,3,3,4,1,1,4.34
L-457578-KSREU,4.75,3,3,4,2,1,4.72
L-455258-KSREU,4.54,3,3,4,1,1,4.41
L-457477-KSREU,4.54,3,3,4,2,1,4.5
L-456695-KSREU,4.79,3,3,4,2,1,4.75
L-406988-KSSUR,4.42,6,3,4,2,1,4.36
L-456690-KSREU,4.63,3,3,4,1,1,4.47
L-456703-KSREU,4.38,3,3,4,2,1,4.31
L-410643-KSALP,4.42,1,3,4,2,2,4.53
L-456997-KSREU,5.0,3,3,4,2,1,4.91
L-456701-KSREU,4.88,3,3,4,2,3,4.75
L-457934-KSREU,4.41,3,3,4,2,1,4.28
